iter	Logloss
0	0.6230791654
1	0.5539660249
2	0.508682886
3	0.4649052628
4	0.4258812425
55	0.3933314236	6	0.372914067	07	0.352639438	08	0.333271249	0.3134462408
10	0.3041024985
11	0.2971866468
12	0.2827792363
13	0.2730638325
14	0.2635160236
15	0.2551736254
16	16	0.2537422017	17	0.2477334418	18	0.2395326619	19	0.2339301620	0.2233069154
21	21	0.225884522	22	0.2201590523	23	0.2145941924	24	0.2087550025	25	0.2036128226	26	0.2003848327	27	0.1985197328	28	0.1933869538
29	0.1882774998
30	0.1851816373
31	0.1830298537
32	0.1798713266
33	0.1773156234	34	0.1744413943
35	0.1706078986
36	0.1680281019
37	0.1664938738	38	0.1634805739	39	0.1602881440	40	0.1585182841	41	0.1570973442	42	0.153576143	043	0.151452544	044	0.1497245	0.145	0.1482246	0.146	0.1446247	0.147	0.1437648	0.148	0.1424241373
49	0.1399850	0.50	0.13824451	0.51	0.13512352	0.52	0.13209253	0.53	0.13099854	0.1168689345
55	0.55	0.12904856	0.56	0.12765657	0.57	0.1260200975
58	0.124161067
59	0.12268660	0.60	0.11928361	0.1050063583
62	0.1037218156
63	0.1008161891
64	0.100122731
65	0.09880495889
66	0.09793791265
67	0.09734280568
68	0.0960109363
69	0.09395175053
70	0.09168899753
71	0.09005365646
72	0.0897986687
773	0.09612392223774	0.09490404955
75	0.0935449097
76	0.0913564696377	0.08115985845
78	0.08063678741
79	0.07911532431
80	0.07666139233
81	0.07518509165
82	0.07355425587
83	0.0720089341
84	0.07109116959
85	0.07017101907
86	0.07001078429
87	0.06907446655
88	0.06739736858
89	0.06689241719
90	0.0656693278
91	0.06463610053
92	0.06317116143
93	0.0617105488
94	0.06083873534
95	0.0595694657
96	0.05842085036
97	0.05805950129
98	0.05801568602
99	0.05700109011
100	0.05593588374
101	0.05488189537
102	0.05419039581
103	0.05394591613
104	0.05311106881
105	0.05207410712
106	0.05146343259
107	0.05002080981
108	0.04998942541
109	0.04961882101
110	0.04945727422
111	0.04855596594
112	0.04777336358
113	0.0467192232
114	0.04633013958
115	0.04591941856
116	0.04557178324
117	0.04553906668
118	0.04512388943
119	0.04461580251
120	0.04454142428
121	0.04430265357
122	0.04333731355
123	0.04288357914
124	0.04253232028
125	0.04154040871
126	0.04103954123
127	0.03994974134
128	0.03961371326
129	0.03931241597
130	0.0386946573
131	0.03805732782
132	0.03754209817
133	0.03720653701
134	0.03635599582
135	0.03577823674
136	0.03525081535
137	0.03487242408
138	0.03449836666
139	0.03418382913
140	0.03389945472
141	0.03351690778
142	0.03317082957
143	0.03267868336
144	0.03216016389
145	0.03166711114
146	0.03145198433
147	0.03128834048
148	0.03095635091
149	0.0304670533
150	0.02994284902
151	0.02985815575
152	0.02951279866
153	0.02905741167
154	0.02875132486
155	0.02857240271
156	0.0282278781
157	0.02783729188
158	0.02754230346
159	0.02718995686
160	0.02683836035
161	0.02666620652
162	0.02636399705
163	0.02603947183
164	0.02568133796
165	0.02536311414
166	0.02517594375
167	0.02503402876
168	0.02475020735
169	0.02437569481
170	0.02412832367
171	0.0241145877
172	0.02406703856
173	0.02382224711
174	0.02361292388
175	0.0232812028
176	0.02298169779
177	0.02271616159
178	0.02266248946
179	0.02246108406
180	0.02244047935
181	0.02218375836
182	0.0220830401
183	0.02192846146
184	0.0219183867
185	0.02179204905
186	0.02161467611
187	0.02127809632
188	0.02109230062
189	0.0210103016
190	0.0208729592
191	0.020604698
192	0.0205907713
193	0.020536191
194	0.02031788887
195	0.02024953751
196	0.02021446122
197	0.02008533671
198	0.0200747096
199	0.01994391748
200	0.01987250254
201	0.01959284455
202	0.01957472438
203	0.01938826893
204	0.01913351616
205	0.01904824861
206	0.01881410548
207	0.01863748659
208	0.01841029604
209	0.01812148396
210	0.01785884207
211	0.0177137181
212	0.01755971693
213	0.01740398038
214	0.01726981546
215	0.01709150687
216	0.0169491699
217	0.01677402396
218	0.01656292905
219	0.01643167172
220	0.01635501099
221	0.01612603919
222	0.01600158439
223	0.01594828307
224	0.01593153223
225	0.01582318574
226	0.0156272364
227	0.01555983778
228	0.01553856176
229	0.01544462589
230	0.0153449518
231	0.0153090393
232	0.01528052586
233	0.01516432396
234	0.01514841685
235	0.01501576357
236	0.01489374219
237	0.01475225473
238	0.01462879373
239	0.01454885019
240	0.01453786078
241	0.0144114797
242	0.0143632406
243	0.01422952777
244	0.01421791623
245	0.01412215908
246	0.01395290755
247	0.01389167901
248	0.01380022409
249	0.01363022968
250	0.01355118074
251	0.01343785744
252	0.01327357595
253	0.01315920624
254	0.01312337192
255	0.01311089504
256	0.01308337986
257	0.01302920148
258	0.01301394761
259	0.01293586694
260	0.01292075594
261	0.01289327421
262	0.01282726136
263	0.01278081006
264	0.01266558964
265	0.01253926283
266	0.01249581798
267	0.01238785576
268	0.01225476194
269	0.01214421547
270	0.01210177197
271	0.01204591612
272	0.01200020007
273	0.01191751503
274	0.01182785364
275	0.01178732945
276	0.01167902912
277	0.0116086887
278	0.01151268534
279	0.01145730956
280	0.01139341991
281	0.01135793917
282	0.01134980963
283	0.01133447075
284	0.01124649812
285	0.01115138912
286	0.01108227449
287	0.01099999638
288	0.01094131338
289	0.01086067942
290	0.01080085043
291	0.01072266091
292	0.010717909
293	0.01067466449
294	0.0106721677
295	0.01066172578
296	0.01063804415
297	0.0105588228
298	0.01050469399
299	0.01044222966
300	0.01041623823
301	0.01039278767
302	0.01034686265
303	0.01032429591
304	0.01026127974
305	0.01022607246
306	0.01021045083
307	0.01020741125
308	0.0101886086
309	0.01017634961
310	0.01011509683
311	0.01001332642
312	0.009959529723
313	0.009889478065
314	0.009798904222
315	0.009753706492
316	0.009686594332
317	0.009638764567
318	0.009597645408
319	0.009581631637
320	0.009539112635
321	0.009530439514
322	0.009519643283
323	0.009501570496
324	0.009434704403
325	0.009394910259
326	0.009361166183
327	0.009308568239
328	0.00929934728
329	0.009205703389
330	0.009189899254
331	0.009168173224
332	0.009148639718
333	0.009106515491
334	0.009077100449
335	0.009029839727
336	0.008990335165
337	0.008970792229
338	0.008946301987
339	0.008892336951
340	0.00887860627
341	0.008852995179
342	0.008830276107
343	0.008797172283
344	0.008754636382
345	0.008686120301
346	0.008665372342
347	0.008616386157
348	0.008574532151
349	0.008544257652
350	0.008487789095
351	0.008453609461
352	0.00844239724
353	0.008429489826
354	0.00842948672
355	0.008388327168
356	0.008379450379
357	0.008345599897
358	0.008317571301
359	0.008273435448
360	0.008237233744
361	0.008182532449
362	0.008169535527
363	0.008143155954
364	0.008106149241
365	0.008076957496
366	0.008030526885
367	0.008030441899
368	0.00801034989
369	0.007951144276
370	0.007934029916
371	0.007904161435
372	0.007875240615
373	0.007848538361
374	0.007841733073
375	0.007806327345
376	0.007780971392
377	0.007764427489
378	0.007703710952
379	0.00770165027
380	0.007677755985
381	0.007638132254
382	0.007606998218
383	0.007557213763
384	0.007524304966
385	0.007517766595
386	0.007516131886
387	0.007463919396
388	0.007430939972
389	0.007409649832
390	0.007354587734
391	0.007321584022
392	0.007295851334
393	0.007295870572
394	0.007277070257
395	0.007241940051
396	0.007219073024
397	0.007178096068
398	0.007173508717
399	0.007150253751
400	0.00711014304
401	0.007065402078
402	0.007045563605
403	0.007000862742
404	0.006996520577
405	0.006953169519
406	0.006950834302
407	0.006950714531
408	0.006950521161
409	0.006950490579
410	0.006947860001
411	0.006937015375
412	0.006897131616
413	0.006884939243
414	0.006884689897
415	0.006845109947
416	0.00682131913
417	0.006804723471
418	0.006800314027
419	0.006771343676
420	0.00672782637
421	0.006705014447
422	0.006670732434
423	0.006645776289
424	0.006623664828
425	0.00661990183
426	0.006582078023
427	0.006546007849
428	0.006518585958
429	0.006502378576
430	0.006471942267
431	0.006446528702
432	0.006441763032
433	0.00643004517
434	0.006395820879
435	0.00638496259
436	0.006368842828
437	0.006368760268
438	0.006359352999
439	0.006350624682
440	0.006315423338
441	0.006292718067
442	0.006279517009
443	0.006271261587
444	0.006255167434
445	0.006217917031
446	0.006207897962
447	0.006207875958
448	0.006207935756
449	0.006197039697
450	0.006174454921
451	0.006157332183
452	0.006115895128
453	0.006078459273
454	0.006046170146
455	0.006040538586
456	0.006032591627
457	0.006016575736
458	0.005967706221
